ref, citation
31, |L.C. Gerhardinger, et al., Crafting a sustainability transition experiment for thebrazilian blue economy (Available at), Mar. Policy 120 (August) (2020), https://doi.org/10.1016/j.marpol.2020.104157.|
32, |R. Gillard, et al., ‘Transformational responses to climate change: Beyond a systemsperspective of social change in mitigation and adaptation’ (Available at), WIREsClim. Change 7 (2) (2016) 251–265, https://doi.org/10.1002/wcc.384.|
33, |M. Gopel, The Great Mindshift: How a New Economic Paradigm and SustainabilityTransformations go Hand in Hand, Springer Nature,, 2016, https://doi.org/10.1007/978-3-319-43766-8.|
34, |B. Haas, et al., The future of ocean governance, Rev. Fish. Biol. Fish. (2021),https://doi.org/10.1007/s11160-020-09631-x.|
35, |D. Hausknost, The environmental state and the glass ceiling of transformation(Available at), Environ. Polit. 29 (1) (2019) 17–37, https://doi.org/10.1080/09644016.2019.1680062.|
36, |D. Hausknost, M. Hammond, Beyond the environmental state? The politicalprospects of a sustainability transformation (Available at), Environ. Polit. 29 (1)(2020) 1–16, https://doi.org/10.1080/09644016.2020.1686204.|
37, |K. Hölscher, J.M. Wittmayer, D. Loorbach, Transition versus transformation:What’s the difference? (Available at), Environ. Innov. Soc. Transit. 27 (2018) 1–3,https://doi.org/10.1016/j.eist.2017.10.007.|
38, |M. Hulme, Why We Disagree about Climate Change: Understanding Controversy.Inaction and Opportunity, Cambridge University Press,, 2009.|
39, |E. Hysing, R. Lidskog, Do conceptual innovations facilitate transformative change?The case of biodiversity governance (Available at), Front. Ecol. Evol. 8 (2021)1–13, https://doi.org/10.3389/fevo.2020.612211.|
40, |IPBES (2019) ‘Annex I: Glossary of the Global assessment report on biodiversityand ecosystem services of the Intergovernmental Science-Policy Platform onBiodiversity and Ecosystem Services’. Available at: https://doi.org/10.5281/ZENODO.5657079.|
41, |J.-B. Jouffray, et al., The blue acceleration: the trajectory of human expansion intothe ocean (Available at), One Earth 2 (1) (2020) 43–54, https://doi.org/10.1016/j.oneear.2019.12.016.|
42, |R.W. Kates, W.R. Travis, T.J. Wilbanks, Transformational adaptation whenincremental adaptations to climate change are insufficient (Available at), Proc.Natl. Acad. Sci. USA 109 (19) (2012) 7156–7161, https://doi.org/10.1073/pnas.1115521109.|
43, |C. Kelly, G. Ellis, W. Flannery, Conceptualising change in marine governance:Learning from Transition Management (Available at), Mar. Policy 95 (June) (2018)24–35, https://doi.org/10.1016/j.marpol.2018.06.023.|
44, |C. Kelly, G. Ellis, W. Flannery, Unravelling persistent problems to transformativemarine governance (Available at), Front. Mar. Sci. 6 (APR) (2019), https://doi.org/10.3389/fmars.2019.00213.|
45, |Kok, M. et al. (2022) ‘Enabling Transformative Biodiversity Governance in thePost-2020 Era’, in, pp. 341–360. Available at: https://doi.org/10.1017/9781108856348.017.|
46, |B.-O. Linnér, V. Wibeck, Sustainability Transformations Across Societies: Agentsand Drivers across Societies, Cambridge University Press,, 2019.|
47, |B. McAteer, W. Flannery, Power, knowledge and the transformative potential ofmarine community science’ (Available at), Ocean Coast. Manag. 218 (2022),106036, https://doi.org/10.1016/j.ocecoaman.2022.106036.|
48, |T. McPhearson, et al., Radical changes are needed for transformations to a goodAnthropocene (Available at), npj Urban Sustain. 1 (1) (2021), https://doi.org/10.1038/s42949-021-00017-x.|
49, |D. Meadows, Thinking in Systems: A Primer, Earthscan,, 2009.|
50, |D. Meadows, J. Randers, D. Meadows, Limits to Growth: The 30-Year Update.White River Junction, Chelsea Green,, VT, 2004.|
51, |M.L. Moore, et al., Studying the complexity of change: Toward an analyticalframework for understanding deliberate social-ecological transformations(Available at), Ecol. Soc. 19 (4) (2014), https://doi.org/10.5751/ES-06966190454.|
52, |J. Nalau, J. Handmer, When is transformation a viable policy alternative (Availableat), Environ. Sci. Policy 54 (2015) 349–356, https://doi.org/10.1016/j.envsci.2015.07.022.|
53, |K. O’Brien, Global environmental change II: From adaptation to deliberatetransformation (Available at), Prog. Hum. Geogr. 36 (5) (2012) 667–676, https://doi.org/10.1177/0309132511425767.|
54, |K. O’Brien, Is the 1.5◦ C target possible? Exploring the three spheres oftransformation (Available at), Curr. Opin. Environ. Sustain. 31 (2018) 153–160,https://doi.org/10.1016/j.cosust.2018.04.010.|
55, |P. Olsson, C. Folke, T. Hahn, Social-ecological transformation for ecosystemmanagement: The development of adaptive co-management of a wetland landscapein southern Sweden (Available at), Ecol. Soc. 9 (4) (2004), https://doi.org/10.5751/ES-00683-090402.|
56, |Open Ended Working Group on the Post 202 Global Biodiversity Framework(2021) ‘First Draft of the Post-2020 Global Biodiversity Framework’. CBD.Available at: https://www.cbd.int/doc/c/abb5/591f/2e46096d3f0330b08ce87a45/wg2020-03-03-en.pdf.|
57, |S.E. Park, et al., Informing adaptation responses to climate change through theoriesof transformation (Available at), Glob. Environ. Change 22 (1) (2012) 115–126,https://doi.org/10.1016/j.gloenvcha.2011.10.003.|
58, |U. Pascual, et al., Governing for transformative change across the biodiversity –climate – society nexus, BioScience 72 (7) (2022) 684–704.|
59, |J. Patterson, et al., Exploring the governance and politics of transformationstowards sustainability (Available at), Environ. Innov. Soc. Transit. 24 (2017) 1–16,https://doi.org/10.1016/j.eist.2016.09.001.|
60, |M. Pelling, K. O’Brien, D. Matyas, Adaptation and transformation (Available at),Clim. Change 133 (1) (2015) 113–127, https://doi.org/10.1007/s10584-0141303-0.|
61, |Pretlove, B. and Blasiak, R. (2018) Mapping Ocean Governance and Regulation.|
62, |W.S. Rice, M.R. Sowman, M. Bavinck, Using Theory of Change to improve post2020 conservation: A proposed framework and recommendations for use(Available at), Conserv. Sci. Pract. 2 (12) (2020) 1–17, https://doi.org/10.1111/csp2.301.|
63, |T.B. Rudolph, et al., A transition to sustainable ocean governance (Available at),Nat. Commun. 11 (1) (2020) 1–14, https://doi.org/10.1038/s41467-020-17410-2.|
64, |J.D. Sachs, et al., Six transformations to achieve the sustainable development goals(Available at), Nat. Sustain. (2019) 805–814, https://doi.org/10.1038/s41893019-0352-9.|
65, |I. Scoones, M. Leach, P. Newell, The Politics of Green Transformations, Routledge,,2015.|
66, |Secretariat of the Convention on Biological Diversity (2020) Global BiodiversityOutlook 5. Montreal.|
67, |Shove, E. (2010) ‘Social theory and climate change: Questions often, sometimesand not yet asked’, Theory, Culture and Society, 27(2), pp. 277–288. Available at:https://doi.org/10.1177/0263276410361498.|
68, |A. Stirling, Emancipating Transformations, in: I. Scoones, M. Leach, P. Newell(Eds.), The Politics of Green Transformations, Routledge, 2015, pp. 54–67.|
69, |T. Stojanovic, K. Gee, ‘Governance as a framework to theorise and evaluate marineplanning’ (Available at), Mar. Policy 120 (2020), 104115, https://doi.org/10.1016/j.marpol.2020.104115.|
70, |Swilling, M. et al. (2020) ‘The Ocean Transition: What to Learn from SystemTransitions’, p. 66.|
71, |L. Temper, et al., A perspective on radical transformations to sustainability:resistances, movements, alternatives, Sustain. Sci. 13 (2018).|
72, |C.J.A.M. Termeer, A. Dewulf, G.R. Biesbroek, Transformational change:governance interventions for climate change adaptation from a continuous changeperspective (Available at), J. Environ. Plan. Manag. 60 (4) (2017) 558–576,https://doi.org/10.1080/09640568.2016.1168288.|
73, |TWI2050, Transformations to Achieve the Sustainable Development Goals - Reportprepared by The World in 2050 initiative. International Institute for AppliedSystems Analysis, International Institute for Applied Systems Analysis (IIASA),,Laxenburg, Austria, 2018, https://doi.org/10.22022/TNT/07-2018.15347.|
74, |United Nations Environment Programme (2021) Making Peace With Nature.|
75, |J. Virdin, et al., The Ocean 100: Transnational corporations in the ocean economy(Available at), Sci. Adv. 7 (3) (2021) 1–11, https://doi.org/10.1126/sciadv.abc8041.|
76, |Visseren-Hamakers, I. et al. (2022) ‘How to Save a Million Species? TransformativeGovernance through Prioritization’, in, pp. 67–90. Available at: https://doi.org/10.1017/9781108856348.005.|
77, |Visseren-Hamakers, I.J. and Kok, M.T.J. (2022) ‘The Urgency ofTransformingBiodiversity Governance’, in I.J. Visseren-Hamakers and M. Kok (eds)Transforming Biodiversity Governance, pp. 3–21.|
78, |M. Voyer, et al., Shades of blue: what do competing interpretations of the BlueEconomy mean for oceans governance? (Available at), J. Environ. Policy Plan. 20(5) (2018) 595–616, https://doi.org/10.1080/1523908X.2018.1473153.|
79, |B. Walker, et al., Resilience, adaptability and transformability in social–ecologicalsystems (Available at), Ecol. Soc. 9 (2) (2004), https://doi.org/10.1103/PhysRevLett.95.258101.|
80, |D. Weaver, et al., Pragmatic engagement with the wicked tourism problem ofclimate change through “ soft ” transformative governance, Tourism Management93 (May) (2022), https://doi.org/10.1016/j.tourman.2022.104573.|
81, |L. Werbeloff, R.R. Brown, D. Loorbach, Pathways of system transformation:Strategic agency to support regime change (Available at), Environ. Sci. Policy 66(2016) 119–128, https://doi.org/10.1016/j.envsci.2016.08.010.|
82, |F. Westley, et al., A theory of transformative agency in linked social-ecologicalsystems (Available at), Ecol. Soc. 18 (3) (2013), https://doi.org/10.5751/ES05072-180327.|
83, |G. Ziervogel, A. Cowen, J. Ziniades, Moving from adaptive to transformativecapacity: Building foundations for inclusive, thriving, and regenerative urbansettlements (Available at), Sustainability 8 (9) (2016), https://doi.org/10.3390/su8090955.|
